# https://docs.microsoft.com/en-us/dotnet/framework/unmanaged-api/metadata/corelementtype-enumeration
| TypeModifier             | Format                                                                                     |
| ELEMENT_TYPE_PTR         | ELEMENT_TYPE_PTR <a CorElementType value>                                                  |
| ELEMENT_TYPE_BYREF       | ELEMENT_TYPE_BYREF <a CorElementType value>                                                |
| ELEMENT_TYPE_VALUETYPE   | ELEMENT_TYPE_VALUETYPE <an mdTypeDef metadata token>                                       |
| ELEMENT_TYPE_CLASS       | ELEMENT_TYPE_CLASS <an mdTypeDef metadata token>                                           |
| ELEMENT_TYPE_VAR         | ELEMENT_TYPE_VAR <number>                                                                  |
| ELEMENT_TYPE_ARRAY       | ELEMENT_TYPE_ARRAY <a CorElementType value> <rank> <count1> <bound1> ... <countN> <boundN> |
| ELEMENT_TYPE_GENERICINST | ELEMENT_TYPE_GENERICINST <an mdTypeDef metadata token> <argument Count> <arg1> ... <argN>  |
| ELEMENT_TYPE_FNPTR       | ELEMENT_TYPE_FNPTR <complete signature for the function, including calling convention>     |
| ELEMENT_TYPE_SZARRAY     | ELEMENT_TYPE_SZARRAY <a CorElementType value>                                              |
| ELEMENT_TYPE_MVAR        | ELEMENT_TYPE_MVAR <number>                                                                 |
| ELEMENT_TYPE_CMOD_REQD   | ELEMENT_TYPE_<a mdTypeRef or mdTypeDef metadata token>                                     |
| ELEMENT_TYPE_CMOD_OPT    | E_T_CMOD_OPT <a mdTypeRef or mdTypeDef metadata token>                                     |
